Scheduling Coefficient
Report produced on 2023-03-10 for period: Jan 2023 .
Usage broken down by job size. Coefficient is [runtime / (waittime+runtime)] - fraction of job lifetime spent doing work.
Low Priority jobs are excluded from the analysis
All Jobs
Resource Pool,Jobs Submitted,Jobs Run,Raw Usage / kAUs,Average Run Time / h,Average Wait Time / h,Scheduling Coefficient
Nodes,Jobs Submitted,Jobs Run,Raw Usage / kAUs,Average Run Time / h,Average Wait Time / h,Scheduling Coefficient
1,2206,2153,25261.473,7:44:29,5:52:18,0.722
2,1221,1210,31259.081,8:31:21,10:24:39,0.657
3-4,602,607,30142.933,8:45:29,5:11:44,0.784
5-8,1251,1246,118019.834,8:22:45,15:40:20,0.664
9-16,1066,1051,143953.223,8:14:25,10:13:41,0.641
17-32,218,209,66878.125,9:10:54,11:38:41,0.701
33-64,102,95,63968.761,8:44:34,19:05:29,0.654
65-128,119,121,149113.884,7:51:09,6:49:02,0.72
129-256,21,21,52461.18,7:23:18,12:51:35,0.479
257-512,8,10,63104.52,9:33:13,9:16:08,0.579
513-1024,6,5,49194.407,9:14:37,4:31:41,0.711
,6820,6728,793357.42,0:00:00,0:00:00,0

Runtime: 12-24 Hours
Nodes,Jobs Submitted,Jobs Run,Raw Usage / kAUs,Average Run Time / h,Average Wait Time / h,Scheduling Coefficient
1,2102,2032,61362.533,19:55:29,5:27:30,0.882
2,960,911,49589.712,17:57:28,10:30:18,0.743
3-4,762,909,104145.93,19:36:13,13:47:28,0.788
5-8,1005,1011,192919.844,18:27:13,53:12:16,0.747
9-16,692,665,244231.194,18:38:14,16:48:30,0.786
17-32,444,461,303220.277,17:28:51,17:52:59,0.724
33-64,251,250,360450.646,19:16:59,18:14:55,0.752
65-128,72,73,194071.773,18:58:36,12:21:12,0.769
129-256,14,14,88266.041,19:16:52,31:41:21,0.803
257-512,4,4,60489.71,19:29:16,16:29:43,0.581
513-1024,8,9,172967.005,15:51:02,27:54:34,0.564
,6314,6339,1831714.666,0:00:00,0:00:00,0

Runtime: 24- Hours
Nodes,Jobs Submitted,Jobs Run,Raw Usage / kAUs,Average Run Time / h,Average Wait Time / h,Scheduling Coefficient
1,925,894,37697.133,27:49:18,2:30:03,0.937
2,1147,1114,86687.164,25:40:18,10:58:34,0.81
3-4,916,960,167290.089,30:41:14,8:28:44,0.904
5-8,660,687,239159.854,30:26:45,51:41:29,0.774
9-16,890,839,442007.431,28:12:43,24:07:43,0.711
17-32,427,419,460885.093,29:14:22,13:31:25,0.785
33-64,395,375,753108.751,27:55:54,30:04:17,0.705
65-128,46,53,214606.028,24:00:13,41:17:30,0.565
129-256,16,16,135774.337,24:00:15,15:03:34,0.692
257-512,16,12,223534.103,24:00:19,21:04:15,0.599
513-1024,2,2,66362.896,24:00:21,9:55:15,0.717
,5440,5371,2827112.878,0:00:00,0:00:00,0


